MANCODIGO,V_REF
"004554035",2100000
"001408041",2500000
"004592024",1940000
"002418053",2500000
"001431044",1350000
"007205031",2800000
"005665031",2640000
"007207005",6200000
"002595077",500000
"009244024",1850000
"001417046",2400000
"002304008",2350000
"009256045",1630000
"004502045",3200000
"004502061",2600000
"004502062",2600000
"004581049",705000
"004581050",705000
"004581051",705000
"004581052",705000
"004535034",1740000
"004581053",705000
"004581057",705000
"004516022",2200000
"001321041",1070000
"007202045",3250000
"002536019",1050000
"004534021",2000000
"004596008",2600000
"004533008",1800000
"004609057",1500000
"002576055",700000
"004201042",2500000
"004402042",2800000
"004609058",1500000
"004592003",2500000
"004592014",2500000
"004592017",1940000
"002445007",580000
"001336025",96000
"009206035",2770000
"005110036",3300000
"001363090",1010000
"002509046",1350000
"009206038",3150000
"009122008",2600000
"002445069",580000
"007206004",3000000
"002201019",2250000
"001401045",2220000
"005405032",2900000
"004502050",2600000
"002518027",1400000
"002408009",2050000
"002625071",360000
"002545027",2150000
"004505050",2700000
"002511049",640000
"006403098",1409000
"005631056",2925000
"009255042",1630000
"004305029",3300000
"201304061",9100
"004511065",2550000
"009221008",2420000
"004550086",1600000
"202601030",80000
"004508011",2250000
"004511062",2550000
"004597057",1600000
"002552019",650000
"001408025",1200000
"001414019",1900000
"004509037",2850000
"004509042",2850000
"009267041",3150000
"005628001",2810000
"004508012",2700000
"002428039",1300000
"002569071",1300000
"006417030",2100000
"001338072",480000
"002446025",630000
"004508008",2250000
"002517044",1000000
"008212027",3600000
"008201018",4150000
"001423051",1600000
"002406002",2050000
"004404043",2600000
"008408018",5300000
"002607063",530000
"008532006",2400000
"002406054",2050000
"006409027",2100000
"004515052",2200000
"004515053",2200000
"004518026",1410000
"004618065",2100000
"001211011",4000000
"009266050",1870000
"002513061",1900000
"008532002",1869829
"004616044",1650000
"005603028",2900000
"001423047",1600000
"009130014",4300000
"006508051",2800000
"004518019",2550000
"004508031",2250000
"004108042",2710000
"002630011",530000
"003103037",1244968
"003103033",1380000
"003106005",1308000
"002305035",2000000
"009130013",3310000
"002630009",467014
"003101016",1080000
"004542037",2350000
"009254037",1630000
"005103027",900000
"003207046",600000
"002407014",2050000
"004570044",630000
"004508027",2250000
"009102073",2840000
"005630025",2850000
"004569001",1700000
"004565047",705000
"004576051",2630000
"004406019",3200000
"004576054",2630000
"002204018",2350000
"002625068",295000
"004509044",2925000
"004565052",2550000
"004565059",705000
"002449064",520000
"001353059",1260000
"004532052",2550000
"001407018",1400000
"006419023",2100000
"009236076",1800000
"004607073",2100000
"004576053",2630000
"009228049",3000000
"004551002",2800000
"004545054",2550000
"004517046",2100000
"009256004",1630000
"005103030",3200000
"008418031",4850000
"006407008",2400000
"007205015",2950000
"002620022",530000
"001337038",260000
"005616041",2650000
"005626058",2800000
"005666007",2640000
"006423008",2300000
"005626056",2800000
"002553070",650000
"005401019",2900000
"009204039",2420000
"009250080",1700000
"004581058",705000
"009257016",2280000
"002447009",520000
"009232087",2650000
"009257026",2270100
"005609008",2900000
"001321044",1070000
"001321052",1070000
"009229072",978000
"004511073",2550000
"009109026",2180000
"004568015",2640000
"004583055",1675000
"004581070",2350000
"004512024",2550000
"007301012",3400000
"004521085",2050000
"004502034",3000000
"004569004",1700000
"001422069",1500000
"001422083",1500000
"004632016",1700000
"009209076",3000000
"009125006",3060000
"004521081",2050000
"005630062",2850000
"004586095",1675000
"004569029",2100000
"001430096",2500000
"004206058",3100000
"008110017",800000
"004568030",2500000
"009229026",2600000
"004586072",510000
"004569002",1700000
"004516066",2200000
"004516037",2200000
"004408030",2650000
"004534028",2000000
"004546054",2900000
"001331084",100000
"002431040",700000
"002302015",2700000
"004550081",1600000
"001331085",100000
"004634063",1700000
"004105057",2560000
"004580029",1815000
"004580032",1815000
"002564054",650000
"005665075",2640000
"005629030",2800000
"007309014",3150000
"008407039",4750000
"002431087",700000
"008540031",160500
"006517005",1750000
"004109010",3060000
"006403045",2100000
"002616026",800000
"004402031",2900000
"004518010",2550000
"004634081",1700000
"001316055",510000
"002517028",1450000
"004518044",2550000
"004518048",2550000
"004518049",2550000
"009234053",2650000
"002423046",12700
"002547023",650000
"002501004",1300000
"002428040",1300000
"001108059",800000
"004622006",1815000
"004533024",1800000
"002611011",1050000
"004533011",1800000
"002102047",2560000
"004533031",3425000
"001355029",1260000
"004518053",2350000
"006529023",143300
"009207060",2420000
"004604062",1815000
"005665069",2640000
"005206025",2800000
"001309033",900000
"001345004",320000
"009230016",1870000
"001344095",96000
"001330048",1000000
"004533021",1800000
"008312016",6700000
"004595086",1815000
"002305014",1900000
"001315032",230000
"004511079",2550000
"004511077",2550000
"004511078",2550000
"009129071",2550000
"005629002",2800000
"004539006",1800000
"006409084",2100000
"002414085",800000
"007302004",3450000
"009129070",2550000
"001403020",1400000
"009256042",1630000
"004533034",1800000
"006524016",486000
"001348011",380000
"004551016",2800000
"001429001",1600000
"004111003",2630000
"004568017",2500000
"004568020",510000
"004568021",510000
"004568025",1815000
"004565042",2000000
"004565043",2000000
"002535049",490000
"004638032",1647870
"002414097",800000
"002448024",12700
"002402071",2050000
"009205054",2420000
"004527008",1800000
"005507015",3150000
"009101013",2840000
"006405046",4050000
"002559025",460000
"009129081",2550000
"005675009",2300000
"005675010",2300000
"005675012",2700000
"005675065",2200000
"005507049",3150000
"005508014",2900000
"004527018",1600000
"004509091",3400000
"004517016",2100000
"009223031",2420000
"009254006",1630000
"005101025",3000000
"005613050",3000000
"002508009",1300000
"004518090",2350000
"005669063",1960000
"004555068",2100000
"001409069",1400000
"001312035",900000
"004565062",2000000
"001355030",1380000
"004502044",2600000
"004512074",765000
"004502041",2600000
"004565061",2550000
"006404015",2000000
"004609044",1500000
"004609022",1500000
"004626002",1500000
"001428058",1350000
"001428061",1350000
"004551078",1680000
"004567046",1700000
"002568012",1300000
"004516030",2200000
"009256077",1630000
"006523060",2900000
"008501021",3500000
"004542028",2350000
"004569030",2535000
"004607075",2100000
"009120069",4400000
"005647053",3050000
"002449067",570000
"004210058",2800000
"002538061",700000
"002597098",337000
"004512028",2550000
"004402027",3050000
"001321019",1070000
"004515055",2200000
"004513033",749077
"004513043",1100000
"004513089",1600000
"009117011",2900000
"004512029",2950000
"002416038",2100000
"003204017",1400000
"002511075",840000
"005405002",2900000
"005405004",870000
"004560007",1750000
"004412032",2800000
"005502015",2900000
"005508020",870000
"002520031",1300000
"002202045",2450000
"006418029",2100000
"001304035",1400000
"005503011",2900000
"001108051",983707
"008205012",2100000
"005668050",1700000
"005203014",3200000
"004546062",2900000
"002525085",857500
"009118006",2760000
"009232086",2650000
"001420012",1500000
"005670022",2640000
"005307013",2850000
"005307014",2850000
"001408013",1200000
"002599064",600000
"004584097",2200000
"002450040",800000
"004637083",1970000
"002516001",1200000
"004104023",3300000
"008508027",3300000
"005670028",2640000
"008508028",3400000
"003109027",1135914
"004579052",1815000
"009130062",3310000
"002565034",650000
"005636021",1960000
"005401077",3280000
"003101015",3600000
"001403055",3600000
"005650007",2800000
"002445086",580000
"008407031",4750000
"004409024",4200000
"001108009",1000000
"001108011",1000000
"002445060",580000
"002627098",474300
"009130007",3200000
"004556020",2100000
"004587034",1020000
"002445026",580000
"001108012",900000
"002429079",1500000
"004625019",1300000
"002429081",1500000
"001108013",1000000
"003212014",330000
"004516067",2200000
"004518071",2350000
"004518080",2350000
"004518089",2350000
"004518091",2350000
"004518020",3150000
"004518028",2550000
"004518032",2550000
"004518038",2950000
"008213025",4000000
"004516068",2200000
"004518063",1410000
"004513091",1600000
"004529047",1800000
"004506035",2200000
"004515050",2200000
"004508040",2250000
"008540089",160500
"003203011",900000
"002430070",1400000
"009213008",2650000
"004514059",3275000
"001321023",1070000
"004584040",2500000
"001115019",611633
"004574003",1600000
"004574008",450000
"004574009",450000
"004575003",1700000
"004533003",1800000
"004533015",1800000
"002429082",1500000
"004554026",2900000
"004601008",2200000
"004580040",1815000
"002107068",2650000
"002503066",1650000
"004508045",2250000
"004508046",675000
"004402038",2800000
"005669053",1960000
"004603017",2550000
"004603018",630000
"001321028",1070000
"001321029",1070000
"006504071",2800000
"002591009",582675
"009250096",1700000
"004596013",2600000
"004598038",1600000
"002625049",295000
"004598040",450000
"004569017",2100000
"002449069",570000
"004568002",2500000
"004554027",2100000
"004599001",1600000
"004579034",1815000
"004579035",1815000
"005625031",2600000
"005625034",2600000
"004511059",2950000
"004103025",4500000
"002438014",1000000
"001408042",2500000
"002515012",1900000
"004567080",1700000
"004567086",1700000
"004599004",1600000
"002568023",1300000
"005625035",2600000
"004583005",1285100
"004586037",2537500
"004586035",1675000
"004586036",1675000
"004566011",2800000
"004402029",2850000
"001352052",1260000
"001427017",1400000
"008407010",6100000
"004583002",1675000
"004583003",1675000
"004583010",1675000
"004565072",2000000
"004565074",2000000
"004566009",600000
"004514072",2700000
"002599074",820000
"004566010",2900000
"002566078",414757
"004633054",1700000
"009211030",2800000
"004580020",720000
"004580021",510000
"002584068",141000
"006403018",2100000
"006504047",2800000
"001428006",1400000
"004509050",2950000
"002517046",1000000
"004509096",855000
"004509054",2950000
"004627029",1500000
"005305004",2790000
"004637088",1970000
"002309047",3300000
"002535043",490000
"008524026",1470000
"004578012",1900000
"004521087",2050000
"001204013",2550000
"008308019",8150000
"009267090",3150000
"008405007",5300000
"001106007",1200000
"004609021",1500000
"002594016",700000
"007311024",3150000
"005683077",3000000
"004557052",2500000
"005203047",2800000
"002581078",460000
"003211001",930000
"008206012",3800000
"004586042",1675000
"008533043",1000000
"001409075",1400000
"004596006",2600000
"004596018",2350000
"009117046",3500000
"002517073",1000000
"004592022",1940000
"004580023",2500000
"004576036",2630000
"004576038",2665000
"001321059",1070000
"004569035",2100000
"007101048",2800000
"008213016",4000000
"004538012",2330000
"004402059",2800000
"002517074",1000000
"002517070",2400000
"004521035",2050000
"004569034",1700000
"004521037",2050000
"008106029",800000
"008530047",2800000
"004402006",2800000
"004402008",2800000
"002511045",640000
"002620001",530000
"004545052",2550000
"004545053",2550000
"005649069",3050000
"001410018",1600000
"001410020",1600000
"005606047",2900000
"002434099",1400000
"005206007",2800000
"002103057",3450000
"004204008",2800000
"004550092",1600000
"004550091",1600000
"001423074",1500000
"002402031",2050000
"004533006",1800000
"004642064",1430000
"009120015",3000000
"004551026",2800000
"004551027",2800000
"002429001",1500000
"004401030",2800000
"006505024",2600000
"001417006",2400000
"002401011",600000
"001321035",1070000
"009256051",1630000
"005623071",2800000
"004566015",2100000
"002435037",2700000
"004522001",1675000
"008306021",7100000
"005652070",2300000
"004538065",3200000
"004519010",1815000
"003207055",390000
"006517041",525000
"004519011",1815000
"001211012",4000000
"001347054",380000
"004535024",1740000
"004602008",581422
"002456035",141000
"004518041",2550000
"004518042",2550000
"008405009",5300000
"005507025",3150000
"004594080",720000
"004501013",2100000
"004555019",2100000
"004596037",2600000
"004596055",2350000
"004511060",2550000
"004511074",2550000
"008214028",4000000
"002435045",2700000
"002436099",449920
"002571039",850000
"005615034",3000000
"004511061",2550000
"002409008",2150000
"002309045",615781
"004402047",2800000
"004521098",2050000
"004524007",1700000
"004570018",1675000
"004579003",1815000
"005626033",3000000
"004569023",1700000
"002553045",650000
"002581094",460000
"004596002",2350000
"004569025",2100000
"004612064",2100000
"004569020",1700000
"008416023",4850000
"004609069",1500000
"002517039",1000000
"004569015",1700000
"001413009",1700000
"001413011",1500000
"004556013",2100000
"005502035",2900000
"001109016",1700000
"002402062",2050000
"008405006",2989951
"004552049",1700000
"004587020",1667538
"009254044",1630000
"004513076",1600000
"005625036",2600000
"008417070",10100000
"005680003",456428
"004633086",1700000
"001426015",2450000
"001106008",1000000
"001106010",1200000
"009120034",3000000
"006505044",2600000
"005509032",2900000
"004569013",2100000
"004581091",2350000
"002309005",3300000
"004581098",2350000
"004582004",2500000
"006505008",2600000
"002540075",570000
"004586051",1675000
"004552099",2250000
"004586046",2100000
"004521093",2050000
"004586059",510000
"004569044",1700000
"004583015",129600
"001417045",2400000
"004569036",1700000
"004569042",1700000
"004569043",2100000
"002403006",2200000
"004569037",1700000
"006201013",3780000
"008307003",6800000
"009207023",2420000
"002301030",2450000
"004546066",2900000
"004513003",1600000
"009234054",2650000
"003106010",2616000
"002402025",2050000
"002535037",490000
"001303034",1750000
"009221011",2420000
"008204010",3830000
"002450019",1650000
"004546015",3100000
"004546016",2900000
"004546021",2900000
"001339036",980000
"205109031",1390000
"004573074",1850000
"004538032",2330000
"002102038",2560000
"004618035",2100000
"002565049",650000
"009206029",2770000
"004587010",1700000
"004511071",2550000
"004516002",2350000
"001347097",380000
"004511070",2550000
"008205006",3800000
"004518018",2550000
"009214013",1900000
"009219005",2650000
"009254004",1630000
"004518070",2350000
"009254008",1630000
"004518011",2550000
"004518014",2550000
"002591008",700000
"009223042",2420000
"005665080",2640000
"004555037",2100000
"008401053",3782147
"004551031",2800000
"002553047",650000
"004401032",2800000
"004551034",2800000
"004592016",1940000
"002578079",460000
"004551074",3400000
"004583052",1675000
"004583061",1675000
"002433057",800000
"004583062",1396400
"001211017",4000000
"001211018",4000000
"001211019",4000000
"004551024",2800000
"002302032",2500000
"004551072",2800000
"004551032",2800000
"004553079",1700000
"004538013",2330000
"004538014",2330000
"004515054",2200000
"004517002",28000
"009254007",1630000
"004609028",1500000
"001103045",2000000
"004594003",1815000
"004604031",1815000
"004594020",1815000
"005625044",2750000
"006404008",600000
"002574057",151177
"002406059",2050000
"001426024",2450000
"001426026",2450000
"004516099",90512
"004594019",1815000
"005201046",900000
"208126018",141200
"002569003",1300000
"005601046",3100000
"004613059",2100000
"004613056",600000
"004613058",2100000
"002564039",1340000
"001340077",320000
"001404043",2450000
"005616023",2650000
"005201040",3900000
"005201042",1170000
"001412021",1600000
"005304002",63600
"004613057",2100000
"004621028",1900000
"004621029",1900000
"008107010",5725000
"002105003",2650000
"001415017",1900000
"002441001",570000
"007401022",3250000
"001305006",1200000
"001418016",1600000
"002441052",171000
"004542015",2350000
"002531031",2150000
"009256095",1630000
"001416010",1800000
"004579032",1815000
"008417048",6025000
"004579030",2157500
"004579033",1815000
"001418017",1600000
"001418020",1600000
"001418021",1600000
"004579036",1815000
"001418019",1600000
"001418018",1600000
"002412046",2150000
"006413056",2400000
"008107006",6000000
"009255023",2300000
"004599017",1600000
"002406050",2050000
"001435051",640000
"007206009",3000000
"002412042",2500000
"009245002",2650000
"002545019",2150000
"004625071",1430000
"001418012",1700000
"002409065",2300000
"009207009",2420000
"004105044",2560000
"002409063",2300000
"009214048",930000
"006413055",2125000
"008109002",2050000
"009127015",3100000
"005611018",2950000
"002545021",2150000
"006401065",2200000
"008416010",4850000
"002517002",1000000
"005308037",4200000
"004553026",2050000
"004579026",1815000
"007301007",3550000
"005501003",3100000
"201302002",204185
"001353043",1260000
"002533043",730000
"004317010",2600000
"005638040",2800000
"004528030",1800000
"007201009",3000000
"002501025",1900000
"004540049",475317
"009233078",2650000
"001354062",1260000
"002420058",2700000
"004633036",1700000
"002404069",2650000
"002404062",2200000
"002404064",660000
"002404070",2650000
"003204021",1400000
"005632023",2925000
"005632024",2925000
"004544017",1950000
"001412020",1600000
"208203097",160500
"001354034",1380000
"008407024",6425000
"001414047",480000
"002402075",2050000
"002502030",1000000
"001414048",1600000
"002621016",530000
"002524089",1400000
"008406015",1450000
"004535032",1740000
"004579027",1815000
"002616004",800000
"002597017",700000
"002413027",40500
"004201060",2500000
"009212062",1850000
"002404037",5000000
"002516010",1200000
"006509007",2300000
"002539013",650000
"002633012",233955
"009248010",1700000
"002406036",2050000
"002427030",1000000
"002413024",1267227
"002517032",1000000
"005638034",3200000
"001427086",1350000
"001420005",1500000
"005638035",3000000
"008106027",800000
"009253053",2300000
"009242051",1850000
"001320014",780000
"008201002",4150000
"002408058",2050000
"002408062",2050000
"004106009",2560000
"001319025",780000
"001320013",137400
"001355019",1260000
"009130012",2950000
"002566014",640000
"004579008",1815000
"005404045",2900000
"002592045",210000
"001305014",1200000
"009210083",2350000
"004601072",2400000
"004520084",1570000
"001320004",780000
"004553094",1700000
"009210063",2950000
"004622065",1815000
"002448020",12700
"004628028",1815000
"009126043",3730000
"001408001",1200000
"009256084",1630000
"001328042",9800
"009256083",1630000
"001319076",780000
"001328044",630000
"002418089",2250000
"002539089",1340000
"005666098",2640000
"004627055",1500000
"009206034",2770000
"002433018",800000
"005639018",2650000
"004520049",1570000
"004635007",2500000
"006211010",1900000
"001352030",1260000
"008418058",7803126
"002412051",2150000
"002418096",2600000
"002419002",2500000
"002419003",2500000
"005610009",2600000
"002569015",390000
"001324050",1330000
"001324051",1330000
"001324052",47200
"001324053",47200
"004554075",2100000
"004554076",2680000
"001418015",1600000
"004625063",1300000
"004554074",2100000
"002404022",5200000
"004206031",2800000
"007105018",2950000
"002531034",2150000
"002531048",2150000
"001353050",1260000
"004559024",789000
"002525053",960000
"004401034",2800000
"002437093",1400000
"005101017",3000000
"001355003",1260000
"001355004",1260000
"005306010",3790000
"004401003",2800000
"001412009",1600000
"001412010",1600000
"001416006",1600000
"001423014",1100000
"007208021",3400000
"002204038",1410000
"002204039",2450000
"002204041",705000
"002204042",705000
"002204043",705000
"001416002",131300
"002302031",2479093
"002511012",700000
"002560015",431285
"002607089",530000
"005650011",3050000
"002612035",800000
"004604055",1815000
"004543066",2350000
"009254002",1630000
"002434003",1400000
"005609040",2900000
"006518013",2200000
"004623075",1300000
"001348031",380000
"004613072",2650000
"005505034",2900000
"005505035",2900000
"003203050",315000
"003203048",315000
"002552064",650000
"004209031",3100000
"004501005",2100000
"005304003",4000000
"005402038",3590000
"002204044",705000
"002204045",705000
"004504053",2700000
"006301032",2800000
"009231010",1000000
"001109007",1080000
"002518046",1400000
"009248005",1700000
"005632027",3000000
"002412096",420000
"002404033",5000000
"009218026",2350000
"002404052",2900000
"002412097",1400000
"002412098",2800000
"007311010",4400000
"005670001",2633277
"007307004",3150000
"005631032",3000000
"004617058",2100000
"002461001",1300000
"002573067",1300000
"004502033",3000000
"005649013",3450000
"008516007",3500000
"001414060",3900000
"002449020",12700
"008220061",920000
"006510004",3700000
"002525054",960000
"005666091",2640000
"001414061",2000000
"004553069",1700000
"001416009",1600000
"002203007",2150000
"006511006",3200000
"002613059",800000
"001347032",363384
"002521055",730000
"001416007",1600000
"001347042",380000
"009206054",3000000
"001302012",1400000
"004111004",2560000
"001404031",2450000
"009237090",1870000
"002521063",730000
"002531005",115300
"001354011",1260000
"001347040",380000
"009130083",2900000
"002431033",580000
"002404051",2200000
"002404058",2200000
"009126033",3060000
"002502002",1000000
"002560033",650000
"006406046",2300000
"002408063",2300000
"002408069",690000
"002408060",2300000
"002411071",1400000
"005605012",2900000
"005605013",2900000
"005605015",2900000
"005605017",2900000
"002409043",2150000
"008513054",3850000
"008535044",880000
"006407028",2400000
"005617044",3000000
"006204003",2750000
"001319039",1330000
"009234081",795000
"002511063",640000
"007402009",3600000
"006417002",2100000
"002573060",1300000
"002412047",2600000
"001353004",1260000
"001355054",1320000
"001354036",1260000
"004513027",1100000
"001324040",780000
"002531067",2150000
"002531068",2150000
"001113030",900000
"004559025",2630000
"006311016",2800000
"008110001",850000
"002443076",2250000
"009230005",1870000
"004559026",2700000
"009256089",1630000
"004522081",1675000
"001411040",1600000
"002533053",730000
"009252008",1900000
"006408078",2500000
"001411043",1600000
"001411046",1600000
"001356039",780000
"009218025",2350000
"009218032",2550000
"009218034",2350000
"001353058",1260000
"004632006",1700000
"009130061",3310000
"005603026",2900000
"006404013",2100000
"001354002",1380000
"002447011",520000
"002447012",88300
"002447014",88300
"002447016",88300
"002612042",800000
"001202004",2500000
"002447018",88300
"002447021",88300
"002436061",1400000
"002436063",1400000
"004601036",2200000
"005621085",2600000
"002204046",705000
"001355008",1260000
"001355009",1260000
"001355013",1260000
"001355014",1260000
"001342077",100000
"002436062",1400000
"001355006",1260000
"002408023",2050000
"002408025",2300000
"002408028",615000
"002204049",705000
"002204050",705000
"002408022",2300000
"002450039",800000
"004586070",1675000
"002204048",705000
"004633062",1700000
"007101040",2800000
"004513022",1100000
"009124030",3060000
"002402088",2700000
"002420015",2700000
"004209030",3000000
"001211027",4000000
"004304003",2800000
"002303021",1950000
"005650036",2800000
"009130006",3200000
"001102005",1250000
"001202009",2500000
"009231012",1000000
"005623025",2800000
"002302008",750000
"005607083",2800000
"005668040",2000000
"007402018",3600000
"007405008",3400000
"001409019",405000
"001409006",1750000
"001409018",420000
"005206024",2800000
"009130085",3310000
"002209016",2150000
"007103008",3350000
"002404040",2400000
"009115003",2950000
"002446002",630000
"001344003",320000
"005610035",2900000
"004528005",1800000
"006415045",2500000
"004517033",2700000
"002560016",650000
"005203015",3200000
"001320031",780000
"005605004",2900000
"001342074",100000
"001342075",100000
"001342076",100000
"001356047",137684
"001356064",780000
"006408068",2550000
"002420011",2700000
"004588041",1815000
"004622018",1815000
"002106003",2655935
"002513074",1500000
"005304033",4230000
"001324008",780000
"002538024",700000
"002538026",700000
"004604065",2175000
"004517030",2100000
"001426029",2450000
"002573075",1300000
"009228084",2900000
"006212021",2800000
"005207004",3900000
"005207007",1920000
"002104050",3150000
"005207009",3900000
"009255035",1630000
"002594022",700000
"002201004",2450000
"003209020",600000
"009255018",1630000
"001314008",1000000
"004505009",2700000
"005608022",2900000
"005207005",2340000
"008512004",3200000
"002431048",700000
"004584096",2200000
"009111050",3000000
"009231033",1000000
"007304012",5800000
"004551070",2800000
"006301006",3750000
"002434071",1300000
"002573071",1300000
"008513057",1155000
"002412062",2500000
"002412063",2500000
"002412064",2500000
"002201005",2450000
"005648075",915000
"002549024",650000
"002531069",2150000
"002531070",2150000
"004309035",2800000
"004208026",2500000
"005203053",3200000
"008533084",1000000
"004521015",2050000
"004521086",2050000
"004594009",1295000
"002635055",570000
"008408017",5300000
"002531072",2150000
"002549009",650000
"004553080",2250000
"004208010",4000000
"004521051",2050000
"001355020",1260000
"001355022",380000
"004317001",2600000
"001404032",2300000
"002565085",195000
"008408041",5300000
"009255043",1630000
"004607072",2450000
"002558030",650000
"002513070",1500000
"004507069",1035000
"005635020",2800000
"002580051",141000
"002448016",570000
"005667033",2640000
"008508040",3400000
"001417056",1550000
"008518015",3300000
"004504036",2700000
"004593024",1815000
"001419053",1500000
"005615003",2900000
"008513058",3850000
"008514020",4100000
"002414041",12700
"001327028",760000
"002448017",570000
"004580024",1815000
"002304001",585000
"002205011",1900000
"002418067",2250000
"002418073",675000
"008401025",5300000
"009210040",2650000
"001352025",1260000
"002409042",2650000
"001404017",2450000
"008513041",3300000
"006101012",3000000
"002584045",650000
"004317003",2600000
"009130093",2900000
"009130096",2900000
"005670041",2640000
"001420045",1500000
"002560014",650000
"005627014",2810000
"004637093",1970000
"004204032",2800000
"004204033",2800000
"004204051",840000
"008512020",3200000
"005116007",4400000
"002427045",2500000
"002427046",2500000
"002427053",750000
"002426044",12700
"004550072",1600000
"001409020",731498
"009232031",2650000
"009201094",2350000
"001412025",1600000
"004632017",1700000
"002506011",1050000
"001412027",1600000
"001352055",1260000
"001356077",780000
"005508030",3100000
"002434059",1400000
"004545047",2550000
"001307014",243263
"005638041",2800000
"008110012",800000
"006410064",2000000
"004631075",1650000
"001107010",1000000
"004634056",1700000
"006413048",2100000
"004542071",3700000
"008530006",3700000
"005638029",2800000
"009110038",3100000
"001423036",1081785
"005610032",2600000
"002412014",2150000
"002412015",645000
"002412016",2600000
"002412017",2600000
"002409028",2150000
"002409030",2400000
"003215030",600000
"002404042",2650000
"002404043",2200000
"002404044",2200000
"004633043",1700000
"002412013",2150000
"004504015",2450000
"006519088",1760000
"004504010",2800000
"001202022",2500000
"002444051",1300000
"002444052",1300000
"208203059",160500
"002432003",2700000
"002404046",1590000
"002409003",2150000
"002408071",2700000
"002409002",2150000
"001203006",2500000
"004532017",2550000
"003202038",900000
"002444047",1300000
"004504013",3450000
"009202042",1870000
"008523009",2450000
"004504042",2800000
"008315026",7800000
"205221070",11200
"002411041",2400000
"002426035",12700
"002449007",12700
"001419056",1500000
"004620040",1800000
"008107022",3500000
"005502057",3200000
"001353006",1260000
"001353011",1260000
"009256093",1630000
"002534002",730000
"002534003",730000
"006409063",2100000
"004612070",2100000
"009256092",1630000
"004568047",900000
"008535024",880000
"002442076",580000
"006209005",3600000
"002409035",2150000
"004588020",1815000
"001404025",2450000
"004588023",1815000
"001347062",380000
"001319070",780000
"001414070",1600000
"006408070",2500000
"002409032",2150000
"002409033",2400000
"002431002",580000
"002414049",12700
"006419032",2100000
"004643004",495000
"001423091",1100000
"002431005",580000
"009208042",2930000
"006413007",2100000
"002518031",1400000
"002414026",800000
"009255058",1533300
"006401041",2200000
"007309002",3150000
"005308049",4200000
"005206001",2800000
"006107001",4000000
"005206030",840000
"001319026",780000
"006312032",2800000
"008507019",2800000
"009208039",2930000
"004522082",1675000
"006320015",3000000
"008201012",4150000
"001325098",430000
"006413001",2300000
"004405038",3200000
"006506058",3900000
"005405041",2900000
"005405042",2900000
"002559067",460000
"002107075",2701000
"008505033",1740000
"002563011",126600
"001336024",425000
"001323070",180479
"004403053",1380000
"001411021",1875000
"001415044",1600000
"005203042",2220000
"005203041",1740000
"005406026",3300000
"005406028",1980000
"005406029",990000
"005636097",1960000
"001328012",870000
"002540026",880000
"004526054",1815000
"004589016",1815000
"008540046",160500
"008540047",160500
"002310032",570000
"002509032",1350000
"002426084",12700
"002426081",12700
"001350085",430000
"004555004",2800000
"002436070",1400000
"002418079",2500000
"002545005",2150000
"005615029",2900000
"002447022",88300
"002447023",88300
"002102073",2560000
"008528039",2300000
"004304025",2600000
"002426082",12700
"002426083",12700
"002428017",630000
"002431026",580000
"002552081",650000
"001419066",1500000
"205221074",15064
"001419073",1500000
"001408018",1200000
"002403046",2500000
"002307031",1900000
"002204015",2350000
"002302028",750000
"006408071",2500000
"006203003",2000000
"005683070",3000000
"005611038",2950000
"005626012",2800000
"001342097",510000
"001323050",760000
"002501037",1900000
"005615027",2900000
"005660083",2640000
"002580041",460000
"002531001",645000
"001342096",510000
"002518032",1400000
"002518033",1400000
"002444045",1300000
"002414090",800000
"002618041",1350000
"004616019",1700000
"004625002",1300000
"008413009",5500000
"007205035",2950000
"002426085",12700
"002426079",12700
"004555067",3200000
"005650017",1680000
"002409015",2150000
"002409018",2150000
"002402058",2700000
"002406064",2050000
"002430027",1400000
"002439070",1300000
"002444089",1300000
"008513040",3300000
"004109052",2650000
"004406024",3200000
"008202013",6750000
"002412007",2150000
"002412019",645000
"002439069",1300000
"004637003",1850000
"002426080",12700
"002426086",12700
"001415005",1600000
"001415003",1600000
"001415007",1900000
"007303028",3400000
"004540067",2000000
"004401054",2800000
"008526042",3100000
"004528006",960000
"004401052",2800000
"004401056",781935
"001401004",2220000
"004401057",2800000
"004614010",2000000
"004206060",2800000
"007406032",3250000
"001413003",1500000
"002412093",1400000
"008513034",3300000
"001348035",275190
"005617083",900000
"002409059",2300000
"007311012",4400000
"002427007",2500000
"001414094",480000
"002434056",1400000
"002412094",1400000
"005503040",2900000
"001403060",41067
"001354017",1260000
"001354019",1260000
"001354022",1260000
"002531007",2150000
"001414095",480000
"009222023",1500000
"008508019",3300000
"001415010",1600000
"006506044",3200000
"002302011",2700000
"006409031",2100000
"005106013",3900000
"001416037",1600000
"001419077",435000
"001419079",435000
"008417038",10100000
"004401012",2800000
"004401021",3100000
"004401026",2800000
"001416044",1600000
"001301012",1400000
"001416035",480000
"005620018",2600000
"002429029",1500000
"004546077",2900000
"001337030",260000
"006413042",2100000
"001420001",1500000
"002521080",570000
"008112016",5450000
"009237061",1870000
"008220036",920000
"005201055",5200000
"009130065",2900000
"009130032",2900000
"009130053",2900000
"009130063",2900000
"001411008",2150000
"001421025",2450000
"004504059",2700000
"002531011",2150000
"009130029",2900000
"002539010",650000
"005638036",2800000
